,self_cognition,self_cognition,self_cognition,goal_setting,goal_setting,goal_setting,self_adjustment,self_adjustment,self_adjustment,self_reflection,self_reflection,self_reflection,selective_action,selective_action,selective_action,responsible_action,responsible_action,responsible_action,participative_action,participative_action,participative_action,motivation,motivation,motivation,self_efficacy,self_efficacy,self_efficacy,overall_agency,overall_agency,overall_agency
,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std,count,mean,std
primary_design_strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cumulative incremental,3,4.0,0.5,3,3.8333333333333335,0.28867513459481287,3,4.833333333333333,0.2886751345948129,3,4.5,0.5,3,4.0,0.8660254037844386,3,3.6666666666666665,0.7637626158259733,3,4.333333333333333,0.7637626158259733,3,4.0,0.5,3,4.0,0.0,3,4.12962962962963,0.25051387515682777
Detail-descriptive,4,4.25,0.6454972243679028,4,4.5,0.7071067811865476,4,4.375,0.9464847243000455,4,4.25,0.6454972243679028,4,4.75,0.4999999999999999,4,4.625,0.75,4,4.375,0.7499999999999999,4,4.875,0.25000000000000006,4,4.5,1.0,4,4.5,0.6102687797512623
Off-task / imaginative exploratory,3,3.0,0.0,3,3.0,0.0,3,3.5,1.3228756555322954,3,2.8333333333333335,0.7637626158259734,3,3.6666666666666665,1.1547005383792515,3,3.3333333333333335,1.0408329997330665,3,2.6666666666666665,0.5773502691896257,3,3.5,0.8660254037844386,3,3.3333333333333335,0.5773502691896258,3,3.2037037037037037,0.6627974136360476
Site exploration,2,4.25,1.0606601717798212,2,4.5,0.7071067811865476,2,4.0,1.4142135623730951,2,3.75,1.7677669529663689,2,4.0,1.4142135623730951,2,4.0,1.4142135623730951,2,4.0,1.4142135623730951,2,4.0,1.4142135623730951,2,4.0,1.4142135623730951,2,4.055555555555555,1.3356461422412562
